Content,Date,Compound,Sentiment,Thème
"Ah... Les États-Unis ""vont être le leader mondial"" de la transition énergétique, selon la ministre américaine de l'Énergie
rtbf.be/article/les-etats-un…",2023-03-08,0.4784,Positif,Transition énergétique et politique gouvernementale
"Les États-Unis ""vont être le leader mondial"" de la transition énergétique selon la ministre américaine de l'Énergie rtbf.be/article/les-etats-un…",2023-03-08,0.4404,Positif,Développement de la production d'énergie et réglementations européennes
Les États-Unis “vont être le leader mondial” de la transition énergétique dlvr.it/SkZzMV,2023-03-08,0.4404,Positif,Développement de la production d'énergie et réglementations européennes
"Les Etats-Unis vont prendre la tête de la transition énergétique sous l'impulsion du gouvernement Biden, a affirmé mercredi la ministre américaine de l'Energie, Jennifer Granholm. lalibre.be/economie/conjonct…",2023-03-08,0.4767,Positif,Projet d'énergie durable et politiques gouvernementales
Les États-Unis «vont être le leader mondial» de la transition énergétique sudinfo.be/id630486/article/…,2023-03-08,0.4404,Positif,Développement de la production d'énergie et réglementations européennes
"Selon la ministre américaine de l'Energie, les Etats-Unis ""vont être le leader mondial"" de la transition énergétique lalibre.be/economie/conjonct…",2023-03-08,0.4404,Positif,Développement de la production d'énergie et réglementations européennes
"d’Agnès Pannier-Runacher, ministre de la Transition énergétique, avec une société pétrolière à la mise en examen du secrétaire général de l’Élysée, Alexis Kohler, et du ministre de la Justice, Éric Dupond-Moretti, pour « prise illégale d’intérêts », en passant par le scandale",2023-03-08,0.4939,Positif,Transition énergétique et politique gouvernementale
"Transition énergétique : le nucléaire est-il vraiment bon pour le climat ? Une vidéo qui vend de la peur en ne s'attachant qu'à une chose : nucléaire=danger (et qui ment sur Fukushima). Bravo @Em_Petit @armellelg @20Minutes
ultimedia.com/api/meta/minif…",2023-03-08,0.8625,Positif,Développement de la production d'énergie et réglementations européennes
"Grâce aux KiloActs gagnés en agissant pour la transition énergétique avec ENGIE, je soutiens le projet de Seacleaners ! @ENGIEpartFR particuliers.engie.fr/mon_pr… #JagisAvecEngie # MonProgrammePourAgir",2023-03-08,0.7707,Positif,Développement de la production d'énergie et réglementations européennes
"@IMFPA1 

Des métiers utiles qui s’adaptent à la transition énergétique et aux nouvelles normes écologiques, parasismiques…!! 

Beaucoup d’avenir, n’hésitez pas !!!

@ContactEnt972 @ChevillardO",2023-03-08,0.7236,Positif,Développement de la production d'énergie et réglementations européennes
"Une partie de la valeur est socialisée en France pour les retraites, l assurance chomage et la sécu.

Socialiser une nouvelle part de la valeur permettrait de financer de nouveaux besoins comme la transition energetique/ecologique, et cela permettrait de le faire democratiquement",2023-03-08,0.296,Positif,Transition énergétique et politique gouvernementale
Va falloir vous mettre d’accord avec vos collègues qui semblent penser qu’on a au contraire besoin de travail pour assurer la transition énergétique 🤷‍♂️,2023-03-08,0.6908,Positif,Enjeux du nucléaire et besoin de réduction d'énergie
"Mathieu tu n'y connais rien en matière de transition énergétique et tes commentaires deviennent dérangeants. Peux tu me décrire l'évolution du réseau de gaz pour que cela soit possible ? Cela t'aidera à réfléchir, ce que tu fais très bien.",2023-03-08,0.7346,Positif,Développement de la production d'énergie et réglementations européennes
"Sous prétexte fallacieux de transition énergétique, au nom de la grande réinitialisation, on vous vous empoisonnera avec des prétendus vaccins, on vous enverra sur le front pour servir de chair à canon....",2023-03-08,0.7521,Positif,"Énergie solaire et éolienne, politiques et réglementations"
Genève continue de s’engager pour la transition énergétique | La Radio Plus laradioplus.com/news/locales…,2023-03-08,0.4404,Positif,Développement de la production d'énergie et réglementations européennes
"la mise en œuvre des Stratégies nationales de développement durable liées aux ODD, la transition énergétique, le soutien à l’entrepreneuriat vert, la sensibilisation et la formation à l’environnement et au développement durable.",2023-03-08,0.5983,Positif,Développement de la production d'énergie et réglementations européennes
"Ce MoU a été signé par Madame Leila Benali, Ministre de la transition énergétique et du développement durable du Maroc et M. Jan Jambon, Ministre-Président du gouvernement flamand.",2023-03-08,0.0516,Positif,Développement de la production d'énergie et réglementations européennes
Avec quels minerais ? Et en plus l’Europe est vent debout contre les émissions ce gaz carbonique et de transition énergétique. C’est comme les betteraves on va devoir en importer à des milliers de km et remplies de pesticides.,2023-03-09,0.7003,Positif,Projet d'énergie durable et politiques gouvernementales
Débat d'orientation budgétaire : consacrons 30M par an jusqu'à la fin du mandat pour la transition énergétique de notre territoire. Cela aurait du être fait depuis longtemps au regard de notre budget!  @vincentdubail le dit avec énergie!,2023-03-09,0.5826,Positif,Développement de la production d'énergie et réglementations européennes
"Et d'après vous des études montrent que la transition énergétique est possible, qui plus est sans aggraver les dégâts environnementaux ?
Vous avez donc trouvé des études qui vont intéresser bcp de monde.",2023-03-09,0.6483,Positif,Développement de la production d'énergie et réglementations européennes
La transition energetique est une des grandes causes de l'inflation actuelle!!! Il y a une bonne maniere de le faire mais ici on prefere ecouter les enragés plutot que les posés!!,2023-03-09,0.8679,Positif,Transition énergétique et politique gouvernementale
"Que vous soyez fan de @thinkerview ou pas, celle-là il faut la voir : Aurore Stéphant sur les sites miniers, leur impact, et la ""faisabilité"" (spoiler : illusoire) de la transition énergétique ""verte"" à l'Allemande.  piped.video/watch?v=FkiMqLD3…",2023-03-09,0.6808,Positif,Développement de la production d'énergie et réglementations européennes
"Pour avoir écouté l'interview en entier, je ne doute pas qu'il puisse y avoir quelques biais vu le militantisme anti-minier, néanmoins ce que je retiens c'est surtout que vendre  la transition énergétique pour 2050 est totalement illusoire sans changer nos comportements",2023-03-09,0.2714,Positif,Développement de la production d'énergie et réglementations européennes
"Salut, juste pour être sûr, la réforme elle n'est plus nécessaire pour financer la transition énergétique ? Maintenant c'est pour sauver les retraites et le système de financement qui ne va plus? On arrête là, c'est sûr c'est l'argument à retenir? Sûr, sûr ?",2023-03-09,0.8787,Positif,Développement de la production d'énergie et réglementations européennes
"Fin de deux jours de renforcement des capacités de PCQVP-MALI les 08 et 09 mars 2023 à Bougouni dans la salle de réunion du Conseil de Cercle,  sur le thème du Changement Climatique dans le contexte de l'exploitation du minerai de transition énergétique, le Lithium à Galamina. ND",2023-03-09,0.7757,Positif,Développement de la production d'énergie et réglementations européennes
#TransitionEnergetique Industrie automobile:Polydesign Systems acte sa transition énergétique - Lematin.ma ift.tt/SgyURkm,2023-03-09,0.4404,Positif,Développement de la production d'énergie et réglementations européennes
#TransitionEnergetique « Voici mes 10 commandements pour la transition énergétique » Philippe Charlez (interview) ift.tt/qW3ugUH,2023-03-09,0.4926,Positif,Développement de la production d'énergie et réglementations européennes
#TransitionEnergetique L'entreprise italienne Prysmian profite de la transition énergétique pour augmenter ... - Zone Bourse ift.tt/VnRTWiF,2023-03-09,0.4234,Positif,Développement de la production d'énergie et réglementations européennes
"#TransitionEnergetique Plan de sobriété et transition énergétique, le digital, un allié de poids pour les bailleurs sociaux ift.tt/BV1DIEa",2023-03-09,0.4404,Positif,Plan d'investissement industriel
"🇩🇪« Ne pas manquer le moment critique » [Den kritischen Zeitpunkt nicht verpassen], document de réflexion publié par @Leopoldina : 
🔴L'Académie allemande des sciences enjoint le ""gouvernement de coalition à faire plus d’efforts pour la transition énergétique de l’Allemagne"" 1/2",2023-03-09,0.3911,Positif,Développement de la production d'énergie et réglementations européennes
"Les écolo sont les plus grand opposants à la transition énergétique, exemple beaucoup beaucoup trop.",2023-03-09,0.4404,Positif,Énergies renouvelables et croissance économique
La transition énergétique offre une formidable variété d'opportunités professionnelles !  #métiers,2023-03-09,0.8655,Positif,Développement de la production d'énergie et réglementations européennes
"Grande annonce ! 📢 
Notre partenaire @VivreenVille lance son blogue sur la transition énergétique au Québec, «Réduire notre empreinte». Visitez leur site web pour découvrir leurs articles 👇

reduirenotreempreinte.com/bl…
#reduirenotreempreinte #transitionenergetique",2023-03-09,0.4574,Positif,Émissions de CO2 et transition énergétique
"Vous voulez parler, je suppose, d'éolien et de PV, ""sources d’électricité bas carbone majeurs pour notre souveraineté énergétique et participant à la transition énergétique du pays"" sans risques d'accidents majeurs ni  déchets hypertoxiques à léguer à une centaine de génération ?",2023-03-09,0.8282,Positif,Développement de la production d'énergie et réglementations européennes
"🪴 Dans le cadre du Plan d’Action pour le Climat et la Transition Énergétique (PACTE), participez à une conférence de l’association Mon coin potager.

📅 Samedi 25 mars à 15h
📍 Médiathèque, Salle Guy Béart

ℹ Inscriptions et programme sur : garches.fr/actualites/bien-d…",2023-03-09,0.3365,Positif,Plan d'investissement industriel
"#conseilGrandArras

✅Un budget responsable et engagé pour :

📍accélérer la transition énergétique
📍renforcer la solidarité avec les communes",2023-03-09,0.636,Positif,Plan d'investissement industriel
"La face cachée des énergies vertes
Guillaume Pitron et Jean-Louis Perez
Voitures électriques, éoliennes, panneaux solaires… La transition énergétique laisse entrevoir la promesse d'un monde plus prospère et pacifique, enfin libéré du pétrole. ..imagotv.fr/documentaires/la-…",2023-03-09,0.5856,Positif,Énergies renouvelables et croissance économique
"Les deux vampires du système néolibéral occidental, Joe Biden et Ursula von der Leyen visent un « accord » sur les métaux de la transition énergétique #Transition écologique
Ils décident des trucs en mode : « on se partage le monde… »  ouest-france.fr/environnemen…",2023-03-10,0.8126,Positif,Développement de la production d'énergie et réglementations européennes
#Energie23 Quelles solutions pour poursuivre la transition énergétique face à la crise actuelle ? maddy.news/3JczJfb - via @bymaddyness /,2023-03-10,-0.5574,Negatif,Développement de la production d'énergie et réglementations européennes
Transition énergétique: Biden et von der Leyen veulent éviter une concurrence délétère lalibre.be/economie/conjonct… - editor/source : AFP  -,2023-03-10,0.4389,Positif,Économie française et recherche en énergie.
"[Recherche]
Lancement de la chaire de recherche « Transition énergétique & transformation des modèles économiques » @Laboratoire_LEO  & @CA_Centre_Loire et soutenu par @LouisBachelier
Ce projet de recherche étudie les risques pour le secteur bancaire liés au changement climatique",2023-03-10,0.3612,Positif,Émissions de CO2 et transition énergétique
Transition énergétique: Biden et von der Leyen veulent éviter une concurrence délétère lalibre.be/economie/conjonct…,2023-03-10,0.3818,Positif,Économie française et recherche en énergie.
"🇫🇷🇬🇧 Avec ce 36e Sommet franco-britannique, nous renforçons notre coopération en faveur de la transition énergétique.

Nous signons avec mon homologue @grantshapps deux partenariats pour développer ensemble le #nucléaire & les #ENR et accélérer notre sortie des énergies fossiles.",2023-03-10,0.8975,Positif,Projet d'énergie durable et politiques gouvernementales
"Parler de « transition énergétique » et renforcer le nucléaire… faut oser, d’autant que l’EPR de Flamanville accumule les déboires et le retard !… un gouffre financier avant d’avoir démarré 😨🙃",2023-03-10,0.5972,Positif,Développement de la production d'énergie et réglementations européennes
Exploitation d'hydrocarbures  : Publiez ce que vous payez/Sénégal et CAJUST se penchent sur les enjeux de la transition énergétique seneweb.com/news/Societe/exp…,2023-03-10,0.5562,Positif,Développement de la production d'énergie et réglementations européennes
"A Washington, Joe Biden et Ursula von der Leyen visent un ""accord"" sur les métaux de la transition énergétique rtbf.be/article/a-washington… - editor/source : AFP， édité par Alain Lechien",2023-03-10,0.6588,Positif,Développement de la production d'énergie et réglementations européennes
"⁷⁷Soutenez la campagne🔓Unlock pour une transition énergétique juste et efficace en signant la pétition : bit.ly/3qJE3Z2
#Unlock #Renovationperformante",2023-03-10,0.7184,Positif,Plan d'investissement industriel
PARIS : 3 groupes français pour la transition énergétique du ... - Presse Agence presseagence.fr/lettre-econo… #Paris #Transport #RATP #RER #Transilien #SNFC,2023-03-10,0.646,Positif,Développement de la production d'énergie et réglementations européennes
"A Washington, Joe Biden et Ursula von der Leyen visent un ""accord"" sur les métaux de la transition énergétique rtbf.be/article/a-washington…",2023-03-10,0.6249,Positif,Développement de la production d'énergie et réglementations européennes
"#senegal #kebetu #afrique
L'étude de la transition énergétique au Sénégal par deux organisations.
> bit.ly/3FgenuJ",2023-03-10,0.4404,Positif,Développement de la production d'énergie et réglementations européennes
Joe Biden et Ursula von der Leyen visent un « accord » sur les métaux de la transition énergétique ouest-france.fr/environnemen…,2023-03-10,0.6249,Positif,Développement de la production d'énergie et réglementations européennes
Joe Biden et Ursula von der Leyen visent un «accord» sur les métaux de la transition énergétique sudinfo.be/id631637/article/…,2023-03-10,0.5106,Positif,Développement de la production d'énergie et réglementations européennes
"#Biden et #vonderLeyen veulent conclure un ""accord"" sur les métaux de la transition #énergétique, selon un communiqué",2023-03-10,0.6249,Positif,Plan d'investissement industriel
"#FLASHINFO
#Biden et #vonderLeyen veulent conclure un ""accord"" sur les métaux de la transition #énergétique, selon un communiqué",2023-03-10,0.6249,Positif,Plan d'investissement industriel
Quelles solutions pour poursuivre la transition énergétique face à la crise actuelle ? is.gd/G5euNx via @bymaddyness,2023-03-10,-0.5574,Negatif,Développement de la production d'énergie et réglementations européennes
"L'Allemagne, cet emblème de la transition énergétique à base d'ENR  lesechos.fr/industrie-servic…",2023-03-10,0.4926,Positif,Développement de la production d'énergie et réglementations européennes
TRANSITION ÉNERGÉTIQUE : 123 NOUVEAUX POINTS D’ÉCLAIRAGE PUBLIC MODERNISÉS. :  jjthomas.canalblog.com/archi…,2023-03-11,0.6322,Positif,Plan d'investissement industriel
Maintenant cap vers nos minerais critiques. A quelle  condition notre amont minier peut-il contribuer  à répondre à la lutte contre le changement climatique.  La stratégie de transition énergétique peut-elle compter sur les minerais critiques de la RDC?,2023-03-11,-0.6114,Negatif,Développement de la production d'énergie et réglementations européennes
"Les métaux critiques : apport de la RDC dans la transition énergétique. La demande étant  croissante,  la RDC saura t-elle répondre ?",2023-03-11,0.1739,Positif,Projet d'énergie durable et politiques gouvernementales
Biden et von der Leyen visent un «accord» sur les métaux de la transition énergétique buff.ly/3l9Lqtp,2023-03-11,0.5106,Positif,Développement de la production d'énergie et réglementations européennes
"#icicarecrute Vous êtes à la recherche d'un job près de chez vous ? Vous avez envie d'agir, en faveur de la transition énergétique, industrielle et numérique ? 

👍 Il y a forcément un métier chez nous qui vous correspond !  

#AnimonsLeMonde #cdi #alternance #recrutement",2023-03-11,0.7539,Positif,Énergies renouvelables et croissance économique
« Les pompes à chaleur ont leur rôle à jouer dans la transition énergétique » trends.levif.be/a-la-une/ene…📌📌📌,2023-03-11,0.8074,Positif,Développement de la production d'énergie et réglementations européennes
"Joe Biden et Ursula von der Leyen ont promis vendredi à Washington d'éviter une concurrence délétère dans la course à la transition énergétique, ce qui doit passer par un accord sur certains métaux. fr.euronews.com/2023/03/11/t…",2023-03-11,0.7906,Positif,"Énergie solaire et éolienne, politiques et réglementations"
« La méthode du gouvernement est d’embarquer les citoyens dans le défi de la transition énergétique. » @AgnesRunacher,2023-03-11,0.4939,Positif,Projet d'énergie durable et politiques gouvernementales
La transition énergétique offre une opportunité historique à la France qui a formidablement réussi à construire une industrie forte lors de la première vague d’électrification. Cette deuxième vague est l’occasion de la reconstituer et de contribuer à la souveraineté énergétique européenne à moyen terme.,2023-03-11,0.8625,Positif,Développement de la production d'énergie et réglementations européennes
"Pas si vite, le major européen BP reconsidère le rythme de la transition énergétique 

forbes.com/sites/daneberhart…",2023-03-11,0.4926,Positif,Développement de la production d'énergie et réglementations européennes
"Grâce aux KiloActs gagnés en agissant pour la transition énergétique avec ENGIE, je soutiens le projet de Seacleaners ! @ENGIEpartFR particuliers.engie.fr/mon_pr… #JagisAvecEngie # MonProgrammePourAgir",2023-03-11,0.7707,Positif,Développement de la production d'énergie et réglementations européennes
"Grâce aux KiloActs gagnés en agissant pour la transition énergétique avec ENGIE, je soutiens le projet Ecotree ! @ENGIEpartFR particuliers.engie.fr/mon_pr… #JagisAvecEngie # MonProgrammePourAgir",2023-03-11,0.7707,Positif,Développement de la production d'énergie et réglementations européennes
"Grâce aux KiloActs gagnés en agissant pour la transition énergétique avec ENGIE, je soutiens le projet de la Fondation de la Mer ! @ENGIEpartFR particuliers.engie.fr/mon_pr… #JagisAvecEngie #MonProgrammePourAgir",2023-03-11,0.7707,Positif,Développement de la production d'énergie et réglementations européennes
"Quelle politique de transition énergétique pour territoire Balcons du Dauphiné.
Débat à ouvrir avec toute la population et les acteurs économiques de notre secteur.",2023-03-11,0.4404,Positif,Développement de la production d'énergie et réglementations européennes
La transition énergétique offre une opportunité historique à la France qui a formidablement réussi à construire une industrie forte lors de la première vague d’électrification. Cette deuxième vague est l’occasion de la reconstituer et de contribuer à la souveraineté énergétique européenne à moyen terme. 🌎⚡️,2023-03-11,0.7964,Positif,Développement de la production d'énergie et réglementations européennes
Dans cet article plein de messonges EURATOM est bien une agence de l’UE sous son controlé tout comme le nucléaire français. De plus comme la commission pour la loue de transition énergétique l‘a montrer le commerce avec la France peux être stopper sans conséquences!,2023-03-11,0.5962,Positif,Énergies renouvelables et croissance économique
"Alors, #EDF qui augmente de 8€ par mois l'abonnement pour les producteurs d'#énergie #solaire, je trouve ça très petit, et surtout, ça ne va pas dans le sens de la #transition #énergétique et #écologique.

#mylife #iwillsurvive",2023-03-11,0.6792,Positif,Projet d'énergie durable et politiques gouvernementales
"Joe Biden et Ursula von der Leyen ont promis vendredi à Washington d'éviter une concurrence délétère dans la course à la transition énergétique, ce qui doit passer par un accord sur certains métaux. fr.euronews.com/2023/03/11/t…",2023-03-11,0.7906,Positif,"Énergie solaire et éolienne, politiques et réglementations"
"alors ces quoi le plan pour réduire les pénurie de personnelle, l'explosion du cout de la vie, la transition énergétique, le fait que le gouvernement abandonne les région éloigné, l’environnement. 99% des souverainiste que j'ai vue n'ont aucun plan",2023-03-11,-0.2244,Negatif,Plan d'investissement industriel
"Visite de l’unité de #méthanisation sur l’exploitation de 2 jeunes agriculteurs de #Pleugriffet

En présence de la sous-préfète de #pontivy du maire et des élus communaux, on y a parlé de 
👉 transition énergétique 
👉 gaz vert
👉 indépendance énergétique 
👉 agriculture 
👉 CO2",2023-03-11,0.7574,Positif,Énergies renouvelables et croissance économique
"Non, c’est là où c’est tordu: c’´est 50% des besoins de la transition énergétique… je trouve le concept assez flou et c’est justement cette partie du discours qui m’a fait tiquer",2023-03-12,-0.3816,Negatif,Énergies renouvelables et croissance économique
"Les gens croient qu'en quelques clics du net, on peut intervenir dans le métier d'autrui qui a requis au moins 5 ans d'études.
C'est comme ceux, qui parlent de transition énergétique, pour jouer les branchés alors que la RDC est électrifiée à +-10%, en majorité de l'hydro.",2023-03-12,0.8353,Positif,Enjeux du nucléaire et besoin de réduction d'énergie
"Vu ce que les macronistes ont fait de la France en peu de temps, je ne suis pas sûr que leur confier la transition énergétique soit pertinent 
La Macronie = faiilite ( dette, déficit public, industrialisation, balance commerciale, pauvreté, immigration, souveraineté alimentaire.)",2023-03-12,-0.127,Negatif,Développement de la production d'énergie et réglementations européennes
"Comment réagir face aux défis de la transition énergétique ? (leur slogan basé sur de fausses estimations) en regardant cette vidéo ! ou comment faire le lien entre ""réchauffement"" et futurs  contraintes obligatoires.
 odysee.com/@flora:8/ARMES-CL…",2023-03-12,-0.2714,Negatif,Développement de la production d'énergie et réglementations européennes
"L’énergie solaire, grande gagnante de la transition énergétique partout dans le monde... sauf en France lemonde.fr/economie/article/… via @lemondefr",2023-03-12,0.7587,Positif,Développement de la production d'énergie et réglementations européennes
"Faux cher Bruno, il y a six mois c'était nécessaire pour financer la transition énergétique ! Il faut suivre un peu, parce que là c'est laisser croire qu'ils ne nous prennent pas pour des cons.",2023-03-12,0.8609,Positif,Développement de la production d'énergie et réglementations européennes
"🎙 Demain, dès 6h30, dans #ApollineMatin avec @apollineWakeUp:

► 7h15: Éric Brocardi, porte-parole de la Fédération nationale des sapeurs-pompiers de France

► 7h40: Agnès Pannier-Runacher, ministre de la Transition énergétique de France",2023-03-12,0.4404,Positif,Transition énergétique et politique gouvernementale
"F L’énergie solaire, grande gagnante de la transition énergétique partout dans le monde (Chine, USA, RFA, NL) … sauf en France LM 12/03/23 lemonde.fr/economie/article/…",2023-03-12,0.8299,Positif,Développement de la production d'énergie et réglementations européennes
"Coûts en chute libre, installation facile et flexibilité, le solaire est le grand gagnant de la transition énergétique. Les records de puissance installée s’enchaînent en Chine, aux Etats-Unis, en Allemagne ou aux Pays-Bas. Un peu partout, sauf en France… lemonde.fr/economie/article/…",2023-03-12,0.9081,Positif,"Énergie solaire et éolienne, politiques et réglementations"
"Soutenez la campagne🔓Unlock pour une transition énergétique juste et efficace en signant la pétition : bit.ly/3MGHOIG
#Unlock #Renovationperformante",2023-03-12,0.8176,Positif,Plan d'investissement industriel
"☀️💡L’#énergie #solaire , grande gagnante de la transition énergétique partout dans le monde... sauf en France – via @lemondefr lemonde.fr/economie/article/…",2023-03-12,0.7784,Positif,Développement de la production d'énergie et réglementations européennes
"Parlez pour vous! Qui est le « c…n c…e »? Celui qui démolit le système qui sauvera l’humanité, ou celui qui le défend? Sans mondialisation, pas de transition énergétique, pas d’adaptation au réchauffement climatique. Tombez si vs voulez, n’entraînez pas les autres.",2023-03-12,-0.3309,Negatif,Plan d'investissement industriel
"▶️ #TradesDZ
[COOPÉRATION]
@DKAmbAlg et SG  @industry_gov_dz :
""Renforcement relations de coopération bilatérale dans le domaine de l'#énergie,notamment dans les #hydrocarbures,les énergies nouvelles et renouvelables et la transition énergétique en #Algerie""
#Danemark #الجزائر ⤵️",2023-03-12,0.6973,Positif,Développement de la production d'énergie et réglementations européennes
Transition énergétique à l'allemande simulator®,2023-03-12,0.4404,Positif,Développement de la production d'énergie et réglementations européennes
Ah ouais saha la transition énergétique en plus c’est 30 min la recharge 😂,2023-03-12,0.6996,Positif,Développement de la production d'énergie et réglementations européennes
"Et la réinstallation de centrales illégales, basée sur un faux en écriture... Mais justement depuis l'été 2022, selon la sainte transition énergétique qui permet tout et n'importe quoi, y a plus besoin d'une quelconque antériorité cf Auterrive sur le gave d'Oloron. What a pity!",2023-03-12,-0.2718,Negatif,Énergies renouvelables et croissance économique
"Faux, l’énergie solaire n’est pas une sourde d’énergie fiable. A jeter après 20 ans, non recyclable, polysilicone très pollueur, fait en Chine (donc dépendance énergétique)  eroi très bas…Le #nucleaire est le future de la transition énergétique.",2023-03-12,0.1776,Positif,"Énergie solaire et éolienne, politiques et réglementations"
"🔵 On sait quand sera versé le #ChèqueÉnergie 2023

👉 Le chèque énergie 2023 sera versé ""à partir du 21 avril"" à ""5,8 millions de ménages"", a annoncé aujourd’hui la ministre de la Transition énergétique Agnès Pannier-Runacher.

🎙️D'un montant de 48 à 200 € selon les revenus",2023-03-13,0.6553,Positif,Développement de la production d'énergie et réglementations européennes
Interdire des choses c'est pas un problème en soi. Après Ils pourraient ne pas interdire les POW mais proposé une taxation sur les profits réalisé sur ces cryptos la qui permettrait de financer une transition énergétique c'est un exemple.,2023-03-13,0.5722,Positif,Transition énergétique et politique gouvernementale
"Le 27 avril j'aurai le plaisir de donner une conférence à l'@insadelyon sur les scénarios de transition énergétique possibles face aux 2 contraintes carbone (changement climatique et pénurie d'énergies fossiles).
Je parlerai notamment des scénarios RTE 😉
alumni-insa-lyon.org/agenda/…",2023-03-13,0.5696,Positif,Développement de la production d'énergie et réglementations européennes
Ville de #Brignais - [BALADE THERMOGRAPHIQUE]   Ce samedi a eu lieu la balade thermographique organisée par l'Agence Locale de la Transition Énergétique Rhône en partenariat... #InfoFlash info-flash.com/info-flash/ac…,2023-03-13,0.571,Positif,Enjeux du nucléaire et besoin de réduction d'énergie
"Les 96 Mds€ de coûts cachés de la transition énergétique: 
- raccorder les parcs solaires et éoliens + les bornes de recharge pour voitures ⚡️
- fabriquer des câbles résistants aux événements climatiques extrêmes

> ⁦@Marinegdlr⁩ in ⁦@LaTribune⁩ latribune.fr/entreprises-fin…",2023-03-13,-0.508,Negatif,Plan d'investissement industriel
"Si on investissait réellement dans la SNCF pour aider la transition énergétique au lieu de créer des lignes de bus et des autoroutes à bagnolle individuelle qui servent surtout à générer des rentes pour des entreprises privées, ça serait pas mal non plus.",2023-03-13,0.8079,Positif,Développement de la production d'énergie et réglementations européennes
"Réseau électrique : 96 milliards d'euros, ces coûts cachés (et colossaux) de la transition énergétique latribune.fr/entreprises-fin…",2023-03-13,0.4199,Positif,Développement de la production d'énergie et réglementations européennes
Transition énergétique et suicide programmé de la classe moyenne trends.levif.be/opinions/chr…,2023-03-13,-0.3818,Negatif,Développement de la production d'énergie et réglementations européennes
Transition énergétique et suicide programmé de la classe moyenne trends.levif.be/opinions/chr…,2023-03-13,-0.3818,Negatif,Développement de la production d'énergie et réglementations européennes
Transition énergétique et suicide programmé de la classe moyenne trends.levif.be/opinions/chr…,2023-03-13,-0.3818,Negatif,Développement de la production d'énergie et réglementations européennes
Le 17è ARDA Week s’est ouverte aujourd’hui au Cap. Il réunit plus de 400 participants venus de différents coins du continent et a pour thème : « Equilibrer la transition énergétique et la sécurité pour l’aval africain ». Voici les principales citations de la journée.,2023-03-13,0.7339,Positif,Développement de la production d'énergie et réglementations européennes
"Suite logique :
49-3,
Motion de censure,
Le gvt Borne saute,
dissolution,
élections législatives juin,
Majorité NUPES,
Retraite à 60 ans/40 annuités,
Augmentation salaires,
Blocage des prix,
Nationalisation énergie,
Justice fiscale,
Salaire étudiant,
Transition énergétique,
Etc",2023-03-13,0.8313,Positif,Émissions de CO2 et transition énergétique
Va falloir polluer plus alors. Encourageons l'Allemagne dans ça transition énergétique vers le charbon,2023-03-13,-0.1027,Negatif,Plan d'investissement industriel
"Le chèque énergie sera versé à partir du 21 avril à tous les ménages éligibles, selon une annonce d’Agnès Pannier-Runacher, ministre de la Transition énergétique, ce lundi matin, sur RMC. #ChèqueEnergie
go.letelegramme.fr/vZfY",2023-03-13,0.5837,Positif,Plan d'investissement industriel
"Le chèque énergie sera versé à partir du 21 avril à tous les ménages éligibles, selon une annonce d’Agnès Pannier-Runacher, ministre de la Transition énergétique, ce lundi matin, sur RMC. #ChèqueEnergie
go.letelegramme.fr/jBgC",2023-03-13,0.5837,Positif,Plan d'investissement industriel
#TransitionEnergetique La France: Une loi ambitieuse pour accélérer la transition énergétique - Energynews.pro ift.tt/WOrL4bN,2023-03-13,0.7184,Positif,Énergies renouvelables et croissance économique
#TransitionEnergetique Fadi Wazni : « Le destin de l'Afrique est intimement lié à celui de la transition énergétique ... ift.tt/qHPLbwU,2023-03-13,0.4784,Positif,Développement de la production d'énergie et réglementations européennes
#TransitionEnergetique Tribune | « Faire de la maison un pilier de la transition énergétique ift.tt/r5xoeV9,2023-03-13,0.4404,Positif,Développement de la production d'énergie et réglementations européennes
#TransitionEnergetique Transition énergétique: Où sont les ingénieures? - L'Economiste ift.tt/lBiOhbJ,2023-03-13,0.4404,Positif,Plan d'investissement industriel
"Investissement de 3 milliards d'euros dans la transition énergétique: l'impact sur les métaux précieux
euporos.info/la-commission-e…",2023-03-14,0.6597,Positif,Plan d'investissement industriel
"Discussion passionnante dans @Ccesoir autour du nucléaire et de la stratégie à adopter pour la transition énergétique.

C’est amusant de revoir Anne Lauvergeon, ex-PDG d’Areva, alors qu’elle est l’une des protagonistes de l’histoire du film #LaSyndicaliste actuellement en salles.",2023-03-14,0.6597,Positif,Transition énergétique et politique gouvernementale
"Pour une fois qu'on a une bonne carte pour faire chier les allemands, faut pas s'en priver.
C'est eux qui bloquent l'accès du futur nucléaire aux futurs prêts transition énergétique.",2023-03-14,0.5207,Positif,Transition énergétique et politique gouvernementale
"L’énergie solaire, grande gagnante de la transition énergétique partout dans le monde… sauf en France lemonde.fr/economie/article/…",2023-03-14,0.743,Positif,Développement de la production d'énergie et réglementations européennes
"Transition et métaux : vers une équation impossible ?

piped.video/watch?v=pSROxsbF…

Imposée par la lutte contre le réchauffement climatique, la transition énergétique déplace la traditionnelle demande d'énergie fossile [...] L'antidote s'annonce t-il réellement plus soutenable ?",2023-03-14,0.7304,Positif,Développement de la production d'énergie et réglementations européennes
"COBALT, L’envers du rêve électrique.

Un documentaire hyper intéressant sur les enjeux de la transition énergétique et la place stratégique de la RDC.

Il nous faut des dirigeants forts, visionnaires, compétents et qui ont l’amour du peuple.",2023-03-14,0.9269,Positif,Énergies renouvelables et croissance économique
